comment_id,match_id,platform,days_before_match,comment_date,text,category,is_controversy_match,sentiment_score,sentiment_class
CM000666,M013,Facebook,2,2026-06-19,"Italy fans travelling in huge numbers, respect for the support!",pos,False,0.8122,Positive
CM000667,M013,X (Twitter),0,2026-06-21,"Can't wait for Japan vs Italy, this is going to be electric!",pos,False,0.0,Neutral
CM000668,M013,Facebook,3,2026-06-18,"Japan to win it all, calling it now!",pos,False,0.6239,Positive
CM000669,M013,X (Twitter),0,2026-06-21,"Just got my tickets for Japan vs Italy, best day ever!",pos,False,0.6696,Positive
CM000670,M013,X (Twitter),4,2026-06-17,"Queues to get into Lusail Stadium took over an hour, really needs sorting out.",logi,False,0.0,Neutral
CM000671,M013,TikTok,6,2026-06-15,"That highlight reel from the last match gave me chills, let's go Japan!",pos,False,0.4003,Positive
CM000672,M013,X (Twitter),2,2026-06-19,What's the weather looking like for Japan vs Italy at Lusail Stadium?,neu,False,0.3612,Positive
CM000673,M013,Instagram,0,2026-06-21,"Why does Japan vs Italy cost double the group stage matches, feels like a cash grab.",price,False,0.3612,Positive
CM000674,M013,X (Twitter),2,2026-06-19,"Japan to win it all, calling it now!",pos,False,0.6239,Positive
CM000675,M013,X (Twitter),0,2026-06-21,"Japan are looking unstoppable this tournament, so proud!",pos,False,0.5398,Positive
CM000676,M013,TikTok,1,2026-06-20,"Not happy about the news on Japan's squad ahead of Italy match, worrying signs.",contro,False,-0.6595,Negative
CM000677,M013,X (Twitter),0,2026-06-21,"Just got my tickets for Japan vs Italy, best day ever!",pos,False,0.6696,Positive
CM000678,M013,TikTok,6,2026-06-15,"Just got my tickets for Japan vs Italy, best day ever!",pos,False,0.6696,Positive
CM000679,M013,Instagram,1,2026-06-20,"Not happy about the news on Japan's squad ahead of Italy match, worrying signs.",contro,False,-0.6595,Negative
CM000680,M013,X (Twitter),3,2026-06-18,Watching the Japan vs Italy preview show right now.,neu,False,0.0,Neutral
CM000681,M013,X (Twitter),2,2026-06-19,"Resale prices for Japan vs Italy are out of control, scalpers ruining it for everyone.",price,False,-0.25,Negative
CM000682,M013,TikTok,4,2026-06-17,"Italy fans travelling in huge numbers, respect for the support!",pos,False,0.8122,Positive
CM000683,M013,TikTok,2,2026-06-19,Anyone know the kickoff time for Japan vs Italy?,neu,False,0.0,Neutral
CM000684,M013,Facebook,0,2026-06-21,"The atmosphere at Lusail Stadium is going to be insane, so hyped!",pos,False,-0.4574,Negative
CM000685,M013,Facebook,0,2026-06-21,Anyone know the kickoff time for Japan vs Italy?,neu,False,0.0,Neutral
CM000686,M013,YouTube,2,2026-06-19,"Italy fans travelling in huge numbers, respect for the support!",pos,False,0.8122,Positive
CM000687,M013,Facebook,6,2026-06-15,"Just got my tickets for Japan vs Italy, best day ever!",pos,False,0.6696,Positive
CM000688,M013,Instagram,0,2026-06-21,Watching the Japan vs Italy preview show right now.,neu,False,0.0,Neutral
CM000689,M013,YouTube,2,2026-06-19,"No clear signage getting to Lusail Stadium, missed kickoff because of it.",logi,False,-0.5242,Negative
CM000690,M013,Facebook,4,2026-06-17,Curious how Japan lines up against Italy this time.,neu,False,0.3182,Positive
CM000691,M013,Instagram,4,2026-06-17,"Just got my tickets for Japan vs Italy, best day ever!",pos,False,0.6696,Positive
CM000692,M013,TikTok,7,2026-06-14,"Can barely afford tickets anymore, prices have gone way too high this year.",price,False,0.0,Neutral
CM000693,M013,Facebook,3,2026-06-18,"This lineup for Japan is exactly what we needed, love it!",pos,False,0.6696,Positive
CM000694,M013,YouTube,7,2026-06-14,"Japan are looking unstoppable this tournament, so proud!",pos,False,0.5398,Positive
CM000695,M013,YouTube,4,2026-06-17,"Can't wait for Japan vs Italy, this is going to be electric!",pos,False,0.0,Neutral
CM000696,M013,TikTok,1,2026-06-20,"This lineup for Japan is exactly what we needed, love it!",pos,False,0.6696,Positive
CM000697,M013,YouTube,5,2026-06-16,Watching the Japan vs Italy preview show right now.,neu,False,0.0,Neutral
CM000698,M014,TikTok,0,2026-06-21,"Can't wait for Italy vs France, this is going to be electric!",pos,True,0.0,Neutral
CM000699,M014,Facebook,5,2026-06-16,Best ticket price I've seen all tournament for Italy vs France!,pos,True,0.6696,Positive
CM000700,M014,Facebook,2,2026-06-19,Feels like Italy are being treated unfairly by officials again this tournament.,contro,True,0.3612,Positive
CM000701,M014,TikTok,5,2026-06-16,"Watching Italy vs France with the whole family, can't wait!",pos,True,0.0,Neutral
CM000702,M014,YouTube,0,2026-06-21,Reports of a key Italy player injury are concerning right before this game.,contro,True,-0.4215,Negative
CM000703,M014,TikTok,5,2026-06-16,"Queues to get into Al Bayt Stadium took over an hour, really needs sorting out.",logi,True,0.0,Neutral
CM000704,M014,X (Twitter),2,2026-06-19,"Rumors swirling about Italy's lineup changes, fans are not happy about it.",contro,True,-0.4585,Negative
CM000705,M014,Facebook,0,2026-06-21,Anyone know the kickoff time for Italy vs France?,neu,True,0.0,Neutral
CM000706,M014,Facebook,4,2026-06-17,Best ticket price I've seen all tournament for Italy vs France!,pos,True,0.6696,Positive
CM000707,M014,Facebook,5,2026-06-16,Best ticket price I've seen all tournament for Italy vs France!,pos,True,0.6696,Positive
CM000708,M014,YouTube,2,2026-06-19,Watching the Italy vs France preview show right now.,neu,True,0.0,Neutral
CM000709,M014,Instagram,0,2026-06-21,"France fans travelling in huge numbers, respect for the support!",pos,True,0.8122,Positive
CM000710,M014,Facebook,4,2026-06-17,"Why does Italy vs France cost double the group stage matches, feels like a cash grab.",price,True,0.3612,Positive
CM000711,M014,TikTok,3,2026-06-18,"No clear signage getting to Al Bayt Stadium, missed kickoff because of it.",logi,True,-0.5242,Negative
CM000712,M014,Instagram,0,2026-06-21,Curious how Italy lines up against France this time.,neu,True,0.3182,Positive
CM000713,M014,YouTube,1,2026-06-20,"Rumors swirling about Italy's lineup changes, fans are not happy about it.",contro,True,-0.4585,Negative
CM000714,M014,YouTube,5,2026-06-16,"Italy to win it all, calling it now!",pos,True,0.6239,Positive
CM000715,M014,Instagram,1,2026-06-20,"Ticket prices for Italy vs France are honestly outrageous, pricing out real fans.",price,True,0.0,Neutral
CM000716,M014,Facebook,4,2026-06-17,"Ticket prices for Italy vs France are honestly outrageous, pricing out real fans.",price,True,0.0,Neutral
CM000717,M014,TikTok,6,2026-06-15,"Why does Italy vs France cost double the group stage matches, feels like a cash grab.",price,True,0.3612,Positive
CM000718,M014,Facebook,2,2026-06-19,"Ticket prices for Italy vs France are honestly outrageous, pricing out real fans.",price,True,0.0,Neutral
CM000719,M014,YouTube,5,2026-06-16,"This lineup for Italy is exactly what we needed, love it!",pos,True,0.6696,Positive
CM000720,M014,Instagram,2,2026-06-19,Curious how Italy lines up against France this time.,neu,True,0.3182,Positive
CM000721,M014,TikTok,0,2026-06-21,"Not happy about the news on Italy's squad ahead of France match, worrying signs.",contro,True,-0.6595,Negative
CM000722,M014,TikTok,3,2026-06-18,"Heading to Al Bayt Stadium this weekend, first time at a match like this.",neu,True,0.3612,Positive
CM000723,M014,X (Twitter),1,2026-06-20,Reports of a key Italy player injury are concerning right before this game.,contro,True,-0.4215,Negative
CM000724,M014,TikTok,2,2026-06-19,"The atmosphere at Al Bayt Stadium is going to be insane, so hyped!",pos,True,-0.4574,Negative
CM000725,M014,TikTok,0,2026-06-21,"No clear signage getting to Al Bayt Stadium, missed kickoff because of it.",logi,True,-0.5242,Negative
CM000726,M014,YouTube,5,2026-06-16,"Ticket prices for Italy vs France are honestly outrageous, pricing out real fans.",price,True,0.0,Neutral
CM000727,M014,Facebook,2,2026-06-19,Reports of a key Italy player injury are concerning right before this game.,contro,True,-0.4215,Negative
CM000728,M014,YouTube,4,2026-06-17,"Just got my tickets for Italy vs France, best day ever!",pos,True,0.6696,Positive
CM000729,M014,X (Twitter),7,2026-06-14,"No clear signage getting to Al Bayt Stadium, missed kickoff because of it.",logi,True,-0.5242,Negative
CM000730,M014,X (Twitter),2,2026-06-19,"Italy to win it all, calling it now!",pos,True,0.6239,Positive
CM000731,M014,YouTube,1,2026-06-20,Feels like Italy are being treated unfairly by officials again this tournament.,contro,True,0.3612,Positive
CM000732,M014,Instagram,3,2026-06-18,"No clear signage getting to Al Bayt Stadium, missed kickoff because of it.",logi,True,-0.5242,Negative
CM000733,M014,Facebook,0,2026-06-21,"Ticket prices for Italy vs France are honestly outrageous, pricing out real fans.",price,True,0.0,Neutral
CM000734,M014,Instagram,5,2026-06-16,Watching the Italy vs France preview show right now.,neu,True,0.0,Neutral
CM000735,M014,X (Twitter),5,2026-06-16,"France fans travelling in huge numbers, respect for the support!",pos,True,0.8122,Positive
CM000736,M014,Instagram,2,2026-06-19,"Not happy about the news on Italy's squad ahead of France match, worrying signs.",contro,True,-0.6595,Negative
CM000737,M014,YouTube,6,2026-06-15,"Italy to win it all, calling it now!",pos,True,0.6239,Positive
CM000738,M014,X (Twitter),1,2026-06-20,Reports of a key Italy player injury are concerning right before this game.,contro,True,-0.4215,Negative
CM000739,M014,Instagram,1,2026-06-20,What's the weather looking like for Italy vs France at Al Bayt Stadium?,neu,True,0.3612,Positive
CM000740,M014,Facebook,1,2026-06-20,Feels like Italy are being treated unfairly by officials again this tournament.,contro,True,0.3612,Positive
CM000741,M014,X (Twitter),1,2026-06-20,"That refereeing decision in the last Italy game was a disgrace, still fuming.",contro,True,-0.7845,Negative
CM000742,M015,X (Twitter),4,2026-06-18,"Watching Brazil vs Netherlands with the whole family, can't wait!",pos,False,0.0,Neutral
CM000743,M015,Instagram,2,2026-06-20,"Brazil to win it all, calling it now!",pos,False,0.6239,Positive
CM000744,M015,Facebook,3,2026-06-19,"Watching Brazil vs Netherlands with the whole family, can't wait!",pos,False,0.0,Neutral
CM000745,M015,X (Twitter),2,2026-06-20,"Heading to Ahmad Bin Ali this weekend, first time at a match like this.",neu,False,0.3612,Positive
CM000746,M015,X (Twitter),1,2026-06-21,"Watching Brazil vs Netherlands with the whole family, can't wait!",pos,False,0.0,Neutral
CM000747,M015,TikTok,5,2026-06-17,"The atmosphere at Ahmad Bin Ali is going to be insane, so hyped!",pos,False,-0.4574,Negative
CM000748,M015,Facebook,2,2026-06-20,"Netherlands fans travelling in huge numbers, respect for the support!",pos,False,0.8122,Positive
CM000749,M015,X (Twitter),3,2026-06-19,"Brazil to win it all, calling it now!",pos,False,0.6239,Positive
CM000750,M015,Facebook,0,2026-06-22,"Brazil are looking unstoppable this tournament, so proud!",pos,False,0.5398,Positive
CM000751,M015,YouTube,4,2026-06-18,What's the weather looking like for Brazil vs Netherlands at Ahmad Bin Ali?,neu,False,0.3612,Positive
CM000752,M015,Instagram,6,2026-06-16,Anyone know the kickoff time for Brazil vs Netherlands?,neu,False,0.0,Neutral
CM000753,M015,YouTube,2,2026-06-20,"Ticket prices for Brazil vs Netherlands are honestly outrageous, pricing out real fans.",price,False,0.0,Neutral
CM000754,M015,X (Twitter),1,2026-06-21,Reports of a key Brazil player injury are concerning right before this game.,contro,False,-0.4215,Negative
CM000755,M015,Instagram,1,2026-06-21,Reports of a key Brazil player injury are concerning right before this game.,contro,False,-0.4215,Negative
CM000756,M015,X (Twitter),5,2026-06-17,"The atmosphere at Ahmad Bin Ali is going to be insane, so hyped!",pos,False,-0.4574,Negative
CM000757,M015,Instagram,2,2026-06-20,Best ticket price I've seen all tournament for Brazil vs Netherlands!,pos,False,0.6696,Positive
CM000758,M015,Instagram,4,2026-06-18,"The atmosphere at Ahmad Bin Ali is going to be insane, so hyped!",pos,False,-0.4574,Negative
CM000759,M015,TikTok,0,2026-06-22,"Watching Brazil vs Netherlands with the whole family, can't wait!",pos,False,0.0,Neutral
CM000760,M015,TikTok,2,2026-06-20,"Heading to Ahmad Bin Ali this weekend, first time at a match like this.",neu,False,0.3612,Positive
CM000761,M015,Instagram,0,2026-06-22,"Can't wait for Brazil vs Netherlands, this is going to be electric!",pos,False,0.0,Neutral
CM000762,M015,YouTube,1,2026-06-21,Best ticket price I've seen all tournament for Brazil vs Netherlands!,pos,False,0.6696,Positive
CM000763,M015,Facebook,5,2026-06-17,"Brazil to win it all, calling it now!",pos,False,0.6239,Positive
CM000764,M015,YouTube,0,2026-06-22,"This lineup for Brazil is exactly what we needed, love it!",pos,False,0.6696,Positive
CM000765,M015,Facebook,4,2026-06-18,Feels like Brazil are being treated unfairly by officials again this tournament.,contro,False,0.3612,Positive
CM000766,M015,YouTube,4,2026-06-18,Anyone know the kickoff time for Brazil vs Netherlands?,neu,False,0.0,Neutral
CM000767,M015,Instagram,0,2026-06-22,"Just got my tickets for Brazil vs Netherlands, best day ever!",pos,False,0.6696,Positive
CM000768,M015,Facebook,0,2026-06-22,"Just got my tickets for Brazil vs Netherlands, best day ever!",pos,False,0.6696,Positive
CM000769,M015,YouTube,3,2026-06-19,"Can't wait for Brazil vs Netherlands, this is going to be electric!",pos,False,0.0,Neutral
CM000770,M015,TikTok,5,2026-06-17,"Watching Brazil vs Netherlands with the whole family, can't wait!",pos,False,0.0,Neutral
CM000771,M015,TikTok,6,2026-06-16,"Brazil to win it all, calling it now!",pos,False,0.6239,Positive
CM000772,M015,Facebook,2,2026-06-20,"Netherlands fans travelling in huge numbers, respect for the support!",pos,False,0.8122,Positive
CM000773,M015,Facebook,2,2026-06-20,"Netherlands fans travelling in huge numbers, respect for the support!",pos,False,0.8122,Positive
CM000774,M015,YouTube,7,2026-06-15,"The atmosphere at Ahmad Bin Ali is going to be insane, so hyped!",pos,False,-0.4574,Negative
CM000775,M015,X (Twitter),7,2026-06-15,"Heading to Ahmad Bin Ali this weekend, first time at a match like this.",neu,False,0.3612,Positive
CM000776,M015,YouTube,0,2026-06-22,"Brazil are looking unstoppable this tournament, so proud!",pos,False,0.5398,Positive
CM000777,M015,X (Twitter),6,2026-06-16,"Netherlands fans travelling in huge numbers, respect for the support!",pos,False,0.8122,Positive
CM000778,M015,YouTube,3,2026-06-19,What's the weather looking like for Brazil vs Netherlands at Ahmad Bin Ali?,neu,False,0.3612,Positive
CM000779,M016,Instagram,5,2026-06-17,"Can barely afford tickets anymore, prices have gone way too high this year.",price,True,0.0,Neutral
CM000780,M016,Facebook,3,2026-06-19,"Watching Japan vs England with the whole family, can't wait!",pos,True,0.0,Neutral
CM000781,M016,YouTube,0,2026-06-22,Best ticket price I've seen all tournament for Japan vs England!,pos,True,0.6696,Positive
CM000782,M016,TikTok,0,2026-06-22,"Not happy about the news on Japan's squad ahead of England match, worrying signs.",contro,True,-0.6595,Negative
CM000783,M016,YouTube,1,2026-06-21,"Can't wait for Japan vs England, this is going to be electric!",pos,True,0.0,Neutral
CM000784,M016,X (Twitter),2,2026-06-20,"Rumors swirling about Japan's lineup changes, fans are not happy about it.",contro,True,-0.4585,Negative
CM000785,M016,Instagram,2,2026-06-20,Feels like Japan are being treated unfairly by officials again this tournament.,contro,True,0.3612,Positive
CM000786,M016,YouTube,6,2026-06-16,"That refereeing decision in the last Japan game was a disgrace, still fuming.",contro,True,-0.7845,Negative
CM000787,M016,TikTok,0,2026-06-22,"Resale prices for Japan vs England are out of control, scalpers ruining it for everyone.",price,True,-0.25,Negative
CM000788,M016,YouTube,4,2026-06-18,"Transit to Education City was a nightmare last time, hope they fix it for Japan vs England.",logi,True,0.4404,Positive
CM000789,M016,Instagram,0,2026-06-22,What's the weather looking like for Japan vs England at Education City?,neu,True,0.3612,Positive
CM000790,M016,X (Twitter),2,2026-06-20,Reports of a key Japan player injury are concerning right before this game.,contro,True,-0.4215,Negative
CM000791,M016,Instagram,2,2026-06-20,"Transit to Education City was a nightmare last time, hope they fix it for Japan vs England.",logi,True,0.4404,Positive
CM000792,M016,TikTok,0,2026-06-22,Best ticket price I've seen all tournament for Japan vs England!,pos,True,0.6696,Positive
CM000793,M016,Facebook,7,2026-06-15,Reports of a key Japan player injury are concerning right before this game.,contro,True,-0.4215,Negative
CM000794,M016,TikTok,4,2026-06-18,"Watching Japan vs England with the whole family, can't wait!",pos,True,0.0,Neutral
CM000795,M016,YouTube,1,2026-06-21,"Why does Japan vs England cost double the group stage matches, feels like a cash grab.",price,True,0.3612,Positive
CM000796,M016,Instagram,1,2026-06-21,"Can barely afford tickets anymore, prices have gone way too high this year.",price,True,0.0,Neutral
CM000797,M016,TikTok,2,2026-06-20,"No clear signage getting to Education City, missed kickoff because of it.",logi,True,-0.5242,Negative
CM000798,M016,Facebook,5,2026-06-17,"Can't wait for Japan vs England, this is going to be electric!",pos,True,0.0,Neutral
CM000799,M016,X (Twitter),5,2026-06-17,"Japan to win it all, calling it now!",pos,True,0.6239,Positive
CM000800,M016,TikTok,3,2026-06-19,"That highlight reel from the last match gave me chills, let's go Japan!",pos,True,0.4003,Positive
CM000801,M016,YouTube,2,2026-06-20,"Just got my tickets for Japan vs England, best day ever!",pos,True,0.6696,Positive
CM000802,M016,YouTube,3,2026-06-19,"Why does Japan vs England cost double the group stage matches, feels like a cash grab.",price,True,0.3612,Positive
CM000803,M016,X (Twitter),5,2026-06-17,"Just got my tickets for Japan vs England, best day ever!",pos,True,0.6696,Positive
CM000804,M016,YouTube,2,2026-06-20,"That refereeing decision in the last Japan game was a disgrace, still fuming.",contro,True,-0.7845,Negative
CM000805,M016,X (Twitter),2,2026-06-20,"Not happy about the news on Japan's squad ahead of England match, worrying signs.",contro,True,-0.6595,Negative
CM000806,M016,Instagram,0,2026-06-22,"That refereeing decision in the last Japan game was a disgrace, still fuming.",contro,True,-0.7845,Negative
CM000807,M016,Facebook,0,2026-06-22,"Japan are looking unstoppable this tournament, so proud!",pos,True,0.5398,Positive
CM000808,M016,YouTube,1,2026-06-21,Feels like Japan are being treated unfairly by officials again this tournament.,contro,True,0.3612,Positive
CM000809,M016,Facebook,5,2026-06-17,"No clear signage getting to Education City, missed kickoff because of it.",logi,True,-0.5242,Negative
CM000810,M016,TikTok,1,2026-06-21,Reports of a key Japan player injury are concerning right before this game.,contro,True,-0.4215,Negative
CM000811,M016,Facebook,0,2026-06-22,Feels like Japan are being treated unfairly by officials again this tournament.,contro,True,0.3612,Positive
CM000812,M016,X (Twitter),2,2026-06-20,"Heading to Education City this weekend, first time at a match like this.",neu,True,0.3612,Positive
CM000813,M016,YouTube,1,2026-06-21,"Why does Japan vs England cost double the group stage matches, feels like a cash grab.",price,True,0.3612,Positive
CM000814,M016,TikTok,3,2026-06-19,"Why does Japan vs England cost double the group stage matches, feels like a cash grab.",price,True,0.3612,Positive
CM000815,M016,Facebook,3,2026-06-19,Reports of a key Japan player injury are concerning right before this game.,contro,True,-0.4215,Negative
CM000816,M016,Facebook,1,2026-06-21,"Rumors swirling about Japan's lineup changes, fans are not happy about it.",contro,True,-0.4585,Negative
CM000817,M016,Instagram,3,2026-06-19,"Just got my tickets for Japan vs England, best day ever!",pos,True,0.6696,Positive
CM000818,M016,Facebook,3,2026-06-19,"Rumors swirling about Japan's lineup changes, fans are not happy about it.",contro,True,-0.4585,Negative
CM000819,M016,X (Twitter),4,2026-06-18,"Rumors swirling about Japan's lineup changes, fans are not happy about it.",contro,True,-0.4585,Negative
CM000820,M016,Facebook,4,2026-06-18,Anyone know the kickoff time for Japan vs England?,neu,True,0.0,Neutral
CM000821,M016,X (Twitter),7,2026-06-15,"Heading to Education City this weekend, first time at a match like this.",neu,True,0.3612,Positive
CM000822,M016,Instagram,0,2026-06-22,"Can barely afford tickets anymore, prices have gone way too high this year.",price,True,0.0,Neutral
CM000823,M016,Instagram,0,2026-06-22,"England fans travelling in huge numbers, respect for the support!",pos,True,0.8122,Positive
CM000824,M016,Facebook,3,2026-06-19,Curious how Japan lines up against England this time.,neu,True,0.3182,Positive
CM000825,M016,TikTok,1,2026-06-21,"Rumors swirling about Japan's lineup changes, fans are not happy about it.",contro,True,-0.4585,Negative
CM000826,M016,Facebook,3,2026-06-19,Reports of a key Japan player injury are concerning right before this game.,contro,True,-0.4215,Negative
CM000827,M016,Facebook,0,2026-06-22,"Ticket prices for Japan vs England are honestly outrageous, pricing out real fans.",price,True,0.0,Neutral
CM000828,M016,TikTok,3,2026-06-19,"Can barely afford tickets anymore, prices have gone way too high this year.",price,True,0.0,Neutral
CM000829,M016,Facebook,0,2026-06-22,"That refereeing decision in the last Japan game was a disgrace, still fuming.",contro,True,-0.7845,Negative
CM000830,M016,YouTube,4,2026-06-18,"Can't wait for Japan vs England, this is going to be electric!",pos,True,0.0,Neutral
CM000831,M016,X (Twitter),3,2026-06-19,Curious how Japan lines up against England this time.,neu,True,0.3182,Positive
CM000832,M016,Instagram,1,2026-06-21,"Japan to win it all, calling it now!",pos,True,0.6239,Positive
CM000833,M016,Facebook,3,2026-06-19,"Ticket prices for Japan vs England are honestly outrageous, pricing out real fans.",price,True,0.0,Neutral
CM000834,M016,Facebook,5,2026-06-17,"Rumors swirling about Japan's lineup changes, fans are not happy about it.",contro,True,-0.4585,Negative
CM000835,M016,Instagram,1,2026-06-21,Reports of a key Japan player injury are concerning right before this game.,contro,True,-0.4215,Negative
CM000836,M016,Instagram,2,2026-06-20,Reports of a key Japan player injury are concerning right before this game.,contro,True,-0.4215,Negative
CM000837,M016,YouTube,0,2026-06-22,"Transit to Education City was a nightmare last time, hope they fix it for Japan vs England.",logi,True,0.4404,Positive
CM000838,M016,X (Twitter),2,2026-06-20,"The atmosphere at Education City is going to be insane, so hyped!",pos,True,-0.4574,Negative
CM000839,M016,X (Twitter),6,2026-06-16,"Queues to get into Education City took over an hour, really needs sorting out.",logi,True,0.0,Neutral
CM000840,M017,Instagram,1,2026-06-22,"No clear signage getting to Al Thumama, missed kickoff because of it.",logi,False,-0.5242,Negative
CM000841,M017,TikTok,2,2026-06-21,Best ticket price I've seen all tournament for Italy vs USA!,pos,False,0.6696,Positive
CM000842,M017,YouTube,3,2026-06-20,"Italy are looking unstoppable this tournament, so proud!",pos,False,0.5398,Positive
CM000843,M017,Facebook,4,2026-06-19,"This lineup for Italy is exactly what we needed, love it!",pos,False,0.6696,Positive
CM000844,M017,Facebook,1,2026-06-22,"Can't wait for Italy vs USA, this is going to be electric!",pos,False,0.0,Neutral
CM000845,M017,X (Twitter),2,2026-06-21,"Italy to win it all, calling it now!",pos,False,0.6239,Positive
CM000846,M017,Facebook,5,2026-06-18,"USA fans travelling in huge numbers, respect for the support!",pos,False,0.8122,Positive
CM000847,M017,Instagram,0,2026-06-23,"Italy to win it all, calling it now!",pos,False,0.6239,Positive
CM000848,M017,YouTube,2,2026-06-21,"Transit to Al Thumama was a nightmare last time, hope they fix it for Italy vs USA.",logi,False,0.4404,Positive
CM000849,M017,X (Twitter),3,2026-06-20,"USA fans travelling in huge numbers, respect for the support!",pos,False,0.8122,Positive
CM000850,M017,TikTok,4,2026-06-19,"The atmosphere at Al Thumama is going to be insane, so hyped!",pos,False,-0.4574,Negative
CM000851,M017,YouTube,1,2026-06-22,"Transit to Al Thumama was a nightmare last time, hope they fix it for Italy vs USA.",logi,False,0.4404,Positive
CM000852,M017,Instagram,2,2026-06-21,"Watching Italy vs USA with the whole family, can't wait!",pos,False,0.0,Neutral
CM000853,M017,Instagram,3,2026-06-20,"This lineup for Italy is exactly what we needed, love it!",pos,False,0.6696,Positive
CM000854,M017,X (Twitter),1,2026-06-22,"USA fans travelling in huge numbers, respect for the support!",pos,False,0.8122,Positive
CM000855,M017,Facebook,3,2026-06-20,"Italy are looking unstoppable this tournament, so proud!",pos,False,0.5398,Positive
CM000856,M017,Instagram,5,2026-06-18,"Queues to get into Al Thumama took over an hour, really needs sorting out.",logi,False,0.0,Neutral
CM000857,M017,YouTube,0,2026-06-23,"Resale prices for Italy vs USA are out of control, scalpers ruining it for everyone.",price,False,-0.25,Negative
CM000858,M017,Instagram,2,2026-06-21,"Heading to Al Thumama this weekend, first time at a match like this.",neu,False,0.3612,Positive
CM000859,M017,TikTok,4,2026-06-19,"Heading to Al Thumama this weekend, first time at a match like this.",neu,False,0.3612,Positive
CM000860,M017,Facebook,2,2026-06-21,"Heading to Al Thumama this weekend, first time at a match like this.",neu,False,0.3612,Positive
CM000861,M017,Instagram,0,2026-06-23,Anyone know the kickoff time for Italy vs USA?,neu,False,0.0,Neutral
CM000862,M017,X (Twitter),0,2026-06-23,"Transit to Al Thumama was a nightmare last time, hope they fix it for Italy vs USA.",logi,False,0.4404,Positive
CM000863,M017,TikTok,5,2026-06-18,Anyone know the kickoff time for Italy vs USA?,neu,False,0.0,Neutral
CM000864,M017,YouTube,3,2026-06-20,"Resale prices for Italy vs USA are out of control, scalpers ruining it for everyone.",price,False,-0.25,Negative
CM000865,M017,Facebook,3,2026-06-20,"Italy are looking unstoppable this tournament, so proud!",pos,False,0.5398,Positive
CM000866,M017,Facebook,4,2026-06-19,"Can't wait for Italy vs USA, this is going to be electric!",pos,False,0.0,Neutral
CM000867,M017,YouTube,6,2026-06-17,Watching the Italy vs USA preview show right now.,neu,False,0.0,Neutral
CM000868,M017,Instagram,3,2026-06-20,"Italy are looking unstoppable this tournament, so proud!",pos,False,0.5398,Positive
CM000869,M017,Facebook,0,2026-06-23,"This lineup for Italy is exactly what we needed, love it!",pos,False,0.6696,Positive
CM000870,M017,Instagram,1,2026-06-22,"Can't wait for Italy vs USA, this is going to be electric!",pos,False,0.0,Neutral
CM000871,M017,YouTube,0,2026-06-23,Watching the Italy vs USA preview show right now.,neu,False,0.0,Neutral
CM000872,M017,Instagram,0,2026-06-23,"Watching Italy vs USA with the whole family, can't wait!",pos,False,0.0,Neutral
CM000873,M017,YouTube,1,2026-06-22,"Can't wait for Italy vs USA, this is going to be electric!",pos,False,0.0,Neutral
CM000874,M017,X (Twitter),1,2026-06-22,"Just got my tickets for Italy vs USA, best day ever!",pos,False,0.6696,Positive
CM000875,M017,Facebook,3,2026-06-20,"Rumors swirling about Italy's lineup changes, fans are not happy about it.",contro,False,-0.4585,Negative
CM000876,M017,YouTube,3,2026-06-20,"Not happy about the news on Italy's squad ahead of USA match, worrying signs.",contro,False,-0.6595,Negative
CM000877,M017,Facebook,6,2026-06-17,"Just got my tickets for Italy vs USA, best day ever!",pos,False,0.6696,Positive
CM000878,M017,X (Twitter),1,2026-06-22,"The atmosphere at Al Thumama is going to be insane, so hyped!",pos,False,-0.4574,Negative
CM000879,M017,TikTok,1,2026-06-22,"Watching Italy vs USA with the whole family, can't wait!",pos,False,0.0,Neutral
CM000880,M017,Facebook,4,2026-06-19,"Just got my tickets for Italy vs USA, best day ever!",pos,False,0.6696,Positive
CM000881,M017,Facebook,7,2026-06-16,"Just got my tickets for Italy vs USA, best day ever!",pos,False,0.6696,Positive
CM000882,M017,X (Twitter),1,2026-06-22,"Just got my tickets for Italy vs USA, best day ever!",pos,False,0.6696,Positive
CM000883,M017,TikTok,7,2026-06-16,"Why does Italy vs USA cost double the group stage matches, feels like a cash grab.",price,False,0.3612,Positive
CM000884,M017,TikTok,4,2026-06-19,"The atmosphere at Al Thumama is going to be insane, so hyped!",pos,False,-0.4574,Negative
CM000885,M017,X (Twitter),3,2026-06-20,"USA fans travelling in huge numbers, respect for the support!",pos,False,0.8122,Positive
CM000886,M017,YouTube,3,2026-06-20,"No clear signage getting to Al Thumama, missed kickoff because of it.",logi,False,-0.5242,Negative
CM000887,M017,Instagram,2,2026-06-21,"Watching Italy vs USA with the whole family, can't wait!",pos,False,0.0,Neutral
CM000888,M017,TikTok,5,2026-06-18,"The atmosphere at Al Thumama is going to be insane, so hyped!",pos,False,-0.4574,Negative
CM000889,M017,YouTube,2,2026-06-21,"Italy are looking unstoppable this tournament, so proud!",pos,False,0.5398,Positive
CM000890,M017,Instagram,3,2026-06-20,Anyone know the kickoff time for Italy vs USA?,neu,False,0.0,Neutral
CM000891,M017,Instagram,1,2026-06-22,"Resale prices for Italy vs USA are out of control, scalpers ruining it for everyone.",price,False,-0.25,Negative
