post_id,match_id,platform,content_type,post_date,impressions,likes,shares,comments,video_views,engagement_rate
P00319,M010,Instagram,Meme/GIF,2026-06-19,17592,1105,171,76,0,0.0769
P00320,M024,Facebook,Fan Poll,2026-06-24,25223,1099,181,276,0,0.0617
P00321,M026,TikTok,Tactical Analysis,2026-06-25,8446,575,135,46,0,0.0895
P00322,M036,TikTok,Fan Poll,2026-06-29,22626,1027,343,307,0,0.0741
P00323,M038,YouTube,Meme/GIF,2026-07-03,31178,1558,200,229,0,0.0637
P00324,M008,X (Twitter),Tactical Analysis,2026-06-15,10427,586,69,44,0,0.067
P00325,M004,Instagram,Highlight Reel,2026-06-16,56686,4054,775,662,26357,0.0969
P00326,M012,TikTok,Player Interview,2026-06-19,43174,2365,756,529,18817,0.0845
P00327,M033,Instagram,Meme/GIF,2026-07-01,27354,1333,319,329,0,0.0724
P00328,M005,TikTok,Highlight Reel,2026-06-15,43531,3230,840,260,13864,0.0995
P00329,M018,TikTok,Meme/GIF,2026-06-23,32604,1584,603,354,0,0.0779
P00330,M017,TikTok,Match Preview,2026-06-23,13293,744,134,160,0,0.0781
P00331,M036,Instagram,Tactical Analysis,2026-07-02,16922,1168,216,146,0,0.0904
P00332,M022,YouTube,Highlight Reel,2026-06-25,65807,4918,593,892,37499,0.0973
P00333,M016,YouTube,Ticket Promo,2026-06-21,15098,669,104,80,0,0.0565
P00334,M007,X (Twitter),Behind the Scenes,2026-06-18,30697,1507,570,291,0,0.0771
P00335,M022,TikTok,Ticket Promo,2026-06-24,17771,734,186,256,0,0.0662
P00336,M022,TikTok,Stadium Tour,2026-06-25,32867,1902,336,198,7227,0.0741
P00337,M004,Instagram,Behind the Scenes,2026-06-14,8281,481,148,102,0,0.0883
P00338,M022,X (Twitter),Behind the Scenes,2026-06-22,34776,1960,227,159,0,0.0675
P00339,M044,Instagram,Fan Poll,2026-07-06,17581,1101,152,118,0,0.078
P00340,M022,Instagram,Live Score Update,2026-06-25,23429,1201,297,347,0,0.0787
P00341,M031,Instagram,Meme/GIF,2026-06-27,65730,4360,958,890,0,0.0944
P00342,M018,TikTok,Stadium Tour,2026-06-23,15379,1118,212,142,7114,0.0957
P00343,M020,X (Twitter),Live Score Update,2026-06-24,52322,3410,948,627,0,0.0953
P00344,M043,Facebook,Stadium Tour,2026-07-03,10682,545,151,138,5696,0.0781
P00345,M006,Instagram,Stadium Tour,2026-06-16,11162,557,61,104,2844,0.0647
P00346,M033,X (Twitter),Meme/GIF,2026-06-28,36857,1824,697,412,0,0.0796
P00347,M023,Instagram,Fan Poll,2026-06-24,12279,870,82,106,0,0.0862
P00348,M024,YouTube,Meme/GIF,2026-06-25,40494,2878,356,378,0,0.0892
P00349,M033,X (Twitter),Live Score Update,2026-07-01,14330,711,75,173,0,0.0669
P00350,M037,X (Twitter),Tactical Analysis,2026-07-02,22285,1499,337,309,0,0.0963
P00351,M048,YouTube,Match Preview,2026-07-07,14171,1086,181,77,0,0.0948
P00352,M017,Facebook,Fan Poll,2026-06-19,31825,1741,225,250,0,0.0696
P00353,M048,Instagram,Meme/GIF,2026-07-08,63043,3870,328,420,0,0.0733
P00354,M002,YouTube,Player Interview,2026-06-14,20189,1155,135,142,7005,0.0709
P00355,M002,X (Twitter),Stadium Tour,2026-06-13,11481,513,225,118,2782,0.0746
P00356,M003,TikTok,Highlight Reel,2026-06-12,9291,737,114,66,5200,0.0987
P00357,M003,X (Twitter),Meme/GIF,2026-06-16,67590,3055,523,1002,0,0.0678
P00358,M035,TikTok,Ticket Promo,2026-06-29,2507,174,25,25,0,0.0893
P00359,M044,Instagram,Player Interview,2026-07-04,24872,1547,180,327,6363,0.0826
P00360,M010,TikTok,Behind the Scenes,2026-06-15,13452,758,202,79,0,0.0772
P00361,M019,X (Twitter),Highlight Reel,2026-06-20,41912,2947,484,510,12457,0.094
P00362,M045,Facebook,Tactical Analysis,2026-07-07,4907,236,85,59,0,0.0774
P00363,M027,X (Twitter),Highlight Reel,2026-06-28,89501,4707,895,1008,48134,0.0739
P00364,M038,Facebook,Highlight Reel,2026-07-02,53278,2605,286,342,13961,0.0607
P00365,M023,X (Twitter),Stadium Tour,2026-06-22,33271,1960,394,496,14758,0.0857
P00366,M045,Instagram,Behind the Scenes,2026-07-05,51065,3216,430,394,0,0.0791
P00367,M043,YouTube,Stadium Tour,2026-07-05,34811,1506,518,395,19217,0.0695
P00368,M013,TikTok,Live Score Update,2026-06-21,10770,493,143,152,0,0.0732
P00369,M035,App Push,Behind the Scenes,2026-06-29,10819,517,57,105,0,0.0628
P00370,M015,Facebook,Behind the Scenes,2026-06-19,17110,730,288,182,0,0.0701
P00371,M034,YouTube,Player Interview,2026-06-29,14447,763,110,168,3800,0.0721
P00372,M047,TikTok,Fan Poll,2026-07-08,23593,1014,369,308,0,0.0717
P00373,M023,YouTube,Match Preview,2026-06-26,23153,1705,275,78,0,0.0889
P00374,M025,Instagram,Player Interview,2026-06-26,15705,971,174,227,5754,0.0874
P00375,M020,Facebook,Meme/GIF,2026-06-23,30335,1809,587,288,0,0.0885
P00376,M030,Facebook,Meme/GIF,2026-06-25,68640,4796,591,504,0,0.0858
P00377,M045,Instagram,Stadium Tour,2026-07-07,33959,2174,400,438,10133,0.0887
P00378,M018,Instagram,Live Score Update,2026-06-22,55928,4080,316,616,0,0.0896
P00379,M010,TikTok,Live Score Update,2026-06-16,43502,2549,592,382,0,0.081
P00380,M004,Facebook,Ticket Promo,2026-06-14,7012,458,124,62,0,0.0918
P00381,M013,Instagram,Match Preview,2026-06-21,5962,303,89,27,0,0.0703
P00382,M009,X (Twitter),Meme/GIF,2026-06-15,75489,3074,1434,292,0,0.0636
P00383,M011,TikTok,Live Score Update,2026-06-20,59174,3544,458,432,0,0.0749
P00384,M012,X (Twitter),Match Preview,2026-06-20,13777,587,121,77,0,0.057
P00385,M006,App Push,Ticket Promo,2026-06-15,8159,429,55,93,0,0.0707
P00386,M015,YouTube,Match Preview,2026-06-22,42207,2552,573,193,0,0.0786
P00387,M037,TikTok,Live Score Update,2026-07-01,61546,4589,349,213,0,0.0837
P00388,M039,Facebook,Ticket Promo,2026-07-02,1998,130,16,9,0,0.0776
P00389,M033,YouTube,Match Preview,2026-06-29,11016,593,219,146,0,0.087
P00390,M034,Instagram,Player Interview,2026-07-01,6027,351,55,39,2099,0.0738
P00391,M005,X (Twitter),Player Interview,2026-06-15,33736,1589,476,348,11017,0.0715
P00392,M036,App Push,Match Preview,2026-06-30,36405,2704,548,394,0,0.1002
P00393,M040,YouTube,Meme/GIF,2026-07-01,30115,1959,306,130,0,0.0795
P00394,M029,Instagram,Match Preview,2026-06-29,26266,1764,220,197,0,0.083
P00395,M018,TikTok,Player Interview,2026-06-20,24010,990,217,167,9154,0.0572
P00396,M018,Instagram,Stadium Tour,2026-06-23,6516,333,48,75,3022,0.07
P00397,M030,Instagram,Fan Poll,2026-06-27,10325,740,149,51,0,0.091
P00398,M024,YouTube,Stadium Tour,2026-06-23,4382,316,37,55,2520,0.0931
P00399,M026,Facebook,Live Score Update,2026-06-25,6405,470,111,77,0,0.1027
P00400,M045,Instagram,Stadium Tour,2026-07-03,21348,1588,107,134,9767,0.0857
P00401,M045,X (Twitter),Behind the Scenes,2026-07-07,43704,2716,531,509,0,0.0859
P00402,M006,TikTok,Ticket Promo,2026-06-17,4264,268,32,59,0,0.0842
P00403,M044,TikTok,Live Score Update,2026-07-04,58785,3468,826,639,0,0.0839
P00404,M026,TikTok,Meme/GIF,2026-06-27,20419,854,133,199,0,0.0581
P00405,M048,App Push,Player Interview,2026-07-08,9392,632,164,121,4340,0.0976
P00406,M042,TikTok,Stadium Tour,2026-07-03,9162,579,112,67,3821,0.0827
P00407,M020,X (Twitter),Ticket Promo,2026-06-22,19173,923,184,87,0,0.0623
P00408,M012,TikTok,Ticket Promo,2026-06-20,8234,603,156,103,0,0.1047
P00409,M019,App Push,Match Preview,2026-06-20,18287,782,142,154,0,0.0589
P00410,M032,Instagram,Live Score Update,2026-06-27,37479,2819,672,452,0,0.1052
P00411,M026,TikTok,Ticket Promo,2026-06-24,13890,880,107,119,0,0.0796
P00412,M041,Instagram,Live Score Update,2026-07-05,16966,1129,286,222,0,0.0965
P00413,M047,App Push,Highlight Reel,2026-07-04,72404,5503,494,881,18583,0.095
P00414,M011,YouTube,Live Score Update,2026-06-17,51174,2052,323,596,0,0.0581
P00415,M042,Instagram,Behind the Scenes,2026-07-03,10780,445,98,101,0,0.0597
P00416,M007,YouTube,Match Preview,2026-06-17,6851,353,68,80,0,0.0731
P00417,M039,X (Twitter),Stadium Tour,2026-07-03,5229,399,103,64,1785,0.1082
P00418,M018,X (Twitter),Ticket Promo,2026-06-22,16840,1338,283,77,0,0.1008
P00419,M041,X (Twitter),Behind the Scenes,2026-07-05,23752,1283,198,129,0,0.0678
P00420,M046,TikTok,Ticket Promo,2026-07-07,4752,359,73,58,0,0.1031
P00421,M033,Facebook,Meme/GIF,2026-06-27,75370,3885,422,362,0,0.0619
P00422,M043,X (Twitter),Tactical Analysis,2026-07-06,17308,781,267,230,0,0.0738
P00423,M025,YouTube,Meme/GIF,2026-06-24,47415,2791,625,598,0,0.0847
P00424,M041,X (Twitter),Match Preview,2026-07-02,12210,711,90,129,0,0.0762
P00425,M047,Facebook,Match Preview,2026-07-07,5992,423,111,19,0,0.0923
P00426,M043,TikTok,Fan Poll,2026-07-06,22071,1651,408,222,0,0.1033
P00427,M025,Facebook,Ticket Promo,2026-06-26,2736,186,22,37,0,0.0895
P00428,M045,Facebook,Ticket Promo,2026-07-04,17048,925,191,103,0,0.0715
P00429,M046,TikTok,Stadium Tour,2026-07-07,25224,1299,184,159,6271,0.0651
P00430,M007,App Push,Highlight Reel,2026-06-17,10853,755,136,34,5184,0.0852
P00431,M028,Instagram,Highlight Reel,2026-06-24,69991,3123,368,804,19723,0.0614
P00432,M015,Instagram,Ticket Promo,2026-06-18,4443,276,70,38,0,0.0864
P00433,M015,Instagram,Live Score Update,2026-06-22,71825,5215,1021,1014,0,0.1009
P00434,M022,X (Twitter),Ticket Promo,2026-06-21,10239,426,203,145,0,0.0756
P00435,M043,TikTok,Ticket Promo,2026-07-05,7525,516,114,108,0,0.0981
P00436,M035,Facebook,Live Score Update,2026-07-01,12543,987,102,187,0,0.1017
P00437,M004,Instagram,Stadium Tour,2026-06-13,13443,680,185,86,5689,0.0707
P00438,M017,YouTube,Match Preview,2026-06-21,26847,1730,466,352,0,0.0949
P00439,M015,X (Twitter),Player Interview,2026-06-22,56405,4143,809,369,17520,0.0943
P00440,M003,TikTok,Behind the Scenes,2026-06-15,26880,1278,155,313,0,0.065
P00441,M025,YouTube,Meme/GIF,2026-06-27,86863,6155,1142,1155,0,0.0973
P00442,M005,YouTube,Stadium Tour,2026-06-14,21690,1265,242,286,5877,0.0827
P00443,M007,YouTube,Live Score Update,2026-06-17,46527,3263,363,413,0,0.0868
P00444,M022,Instagram,Player Interview,2026-06-24,54507,4053,693,440,14124,0.0951
P00445,M046,X (Twitter),Behind the Scenes,2026-07-06,46504,3705,905,376,0,0.1072
P00446,M022,Facebook,Player Interview,2026-06-23,18552,1000,360,104,9843,0.0789
P00447,M024,Facebook,Meme/GIF,2026-06-26,42275,1814,515,329,0,0.0629
P00448,M021,Instagram,Meme/GIF,2026-06-25,21052,1560,232,224,0,0.0958
P00449,M040,X (Twitter),Fan Poll,2026-07-03,15698,863,156,62,0,0.0689
P00450,M004,App Push,Stadium Tour,2026-06-12,22073,1474,409,160,13110,0.0926
P00451,M018,Instagram,Fan Poll,2026-06-23,16797,759,125,195,0,0.0642
P00452,M038,YouTube,Match Preview,2026-07-02,34058,2121,573,288,0,0.0876
P00453,M001,TikTok,Stadium Tour,2026-06-15,10407,787,93,149,5530,0.0989
P00454,M009,Instagram,Ticket Promo,2026-06-19,21637,1728,117,187,0,0.0939
P00455,M025,TikTok,Ticket Promo,2026-06-23,10804,636,108,92,0,0.0774
P00456,M004,X (Twitter),Tactical Analysis,2026-06-16,5812,455,108,74,0,0.1096
P00457,M019,Instagram,Stadium Tour,2026-06-23,9918,440,110,35,5575,0.059
P00458,M037,Facebook,Match Preview,2026-07-02,27068,2009,229,218,0,0.0907
P00459,M020,X (Twitter),Fan Poll,2026-06-23,26963,2082,237,396,0,0.1007
P00460,M020,App Push,Highlight Reel,2026-06-20,33657,2566,477,476,19725,0.1046
P00461,M033,Instagram,Ticket Promo,2026-06-27,4313,262,25,45,0,0.077
P00462,M003,X (Twitter),Ticket Promo,2026-06-16,6333,436,53,70,0,0.0883
P00463,M012,Facebook,Player Interview,2026-06-19,26781,1270,381,324,8173,0.0737
P00464,M033,YouTube,Highlight Reel,2026-06-30,32840,1876,317,302,8287,0.076
P00465,M002,TikTok,Ticket Promo,2026-06-15,6873,543,72,55,0,0.0975
P00466,M025,Instagram,Ticket Promo,2026-06-24,4696,190,73,29,0,0.0622
P00467,M046,YouTube,Highlight Reel,2026-07-07,26721,1589,172,364,14927,0.0795
P00468,M021,Instagram,Highlight Reel,2026-06-25,42096,2516,730,412,18309,0.0869
P00469,M015,TikTok,Match Preview,2026-06-22,34517,2682,544,354,0,0.1037
P00470,M006,TikTok,Behind the Scenes,2026-06-16,9245,489,117,121,0,0.0786
P00471,M016,Instagram,Behind the Scenes,2026-06-19,21310,1396,344,229,0,0.0924
P00472,M023,TikTok,Meme/GIF,2026-06-23,69665,3883,699,606,0,0.0745
P00473,M019,X (Twitter),Tactical Analysis,2026-06-20,4321,193,75,58,0,0.0754
P00474,M026,TikTok,Stadium Tour,2026-06-26,29164,2124,485,299,10922,0.0997
P00475,M045,Instagram,Tactical Analysis,2026-07-04,4302,206,46,44,0,0.0688
P00476,M023,YouTube,Player Interview,2026-06-26,17056,1347,150,246,9186,0.1022
P00477,M039,Instagram,Live Score Update,2026-07-04,29092,1434,512,116,0,0.0709
P00478,M048,Instagram,Live Score Update,2026-07-05,52870,2594,597,288,0,0.0658
P00479,M030,TikTok,Tactical Analysis,2026-06-29,16011,749,305,111,0,0.0728
P00480,M030,YouTube,Highlight Reel,2026-06-29,24868,1773,250,121,7506,0.0862
P00481,M043,Instagram,Match Preview,2026-07-04,38650,2361,378,353,0,0.08
P00482,M015,Instagram,Match Preview,2026-06-18,38871,1696,712,485,0,0.0744
P00483,M039,YouTube,Ticket Promo,2026-07-04,2485,127,42,16,0,0.0744
P00484,M034,App Push,Player Interview,2026-06-29,30133,1478,515,136,15164,0.0707
P00485,M006,YouTube,Tactical Analysis,2026-06-17,11028,570,106,68,0,0.0675
P00486,M048,X (Twitter),Stadium Tour,2026-07-04,15396,821,225,107,6768,0.0749
P00487,M015,Facebook,Tactical Analysis,2026-06-20,10509,703,65,116,0,0.0841
P00488,M041,Instagram,Live Score Update,2026-07-04,52530,3352,491,418,0,0.0811
P00489,M040,X (Twitter),Stadium Tour,2026-07-02,24367,1889,236,262,10154,0.098
P00490,M010,X (Twitter),Match Preview,2026-06-15,10784,595,128,62,0,0.0728
P00491,M046,Instagram,Highlight Reel,2026-07-07,11069,663,213,54,4768,0.084
P00492,M008,TikTok,Stadium Tour,2026-06-18,4794,364,26,14,2136,0.0843
P00493,M046,Instagram,Meme/GIF,2026-07-03,69498,3382,559,388,0,0.0623
P00494,M027,TikTok,Ticket Promo,2026-06-27,10783,800,186,89,0,0.0997
P00495,M031,Instagram,Live Score Update,2026-06-30,52678,3325,528,345,0,0.0797
P00496,M011,App Push,Stadium Tour,2026-06-20,33315,1841,531,347,15915,0.0816
P00497,M018,X (Twitter),Stadium Tour,2026-06-20,20250,1563,143,270,6173,0.0976
P00498,M013,X (Twitter),Meme/GIF,2026-06-19,27593,1553,415,367,0,0.0846
P00499,M015,X (Twitter),Highlight Reel,2026-06-18,23253,1240,437,136,5102,0.078
P00500,M040,Instagram,Stadium Tour,2026-06-30,11221,894,79,64,5139,0.0924
P00501,M011,Instagram,Tactical Analysis,2026-06-20,15932,787,132,158,0,0.0676
P00502,M022,TikTok,Behind the Scenes,2026-06-24,15254,646,88,96,0,0.0544
P00503,M017,TikTok,Meme/GIF,2026-06-20,86116,4495,1608,541,0,0.0772
P00504,M026,Instagram,Fan Poll,2026-06-24,28617,1283,429,215,0,0.0673
P00505,M043,TikTok,Tactical Analysis,2026-07-05,17168,846,237,137,0,0.0711
P00506,M047,App Push,Stadium Tour,2026-07-05,28708,1762,319,248,10327,0.0811
P00507,M011,Facebook,Highlight Reel,2026-06-18,58863,3463,564,503,21030,0.077
P00508,M005,X (Twitter),Ticket Promo,2026-06-13,12643,570,115,62,0,0.0591
P00509,M034,TikTok,Match Preview,2026-07-01,15832,1173,299,167,0,0.1035
P00510,M032,X (Twitter),Match Preview,2026-06-26,25814,1256,264,165,0,0.0653
P00511,M024,TikTok,Ticket Promo,2026-06-26,15840,677,298,191,0,0.0736
P00512,M018,Instagram,Live Score Update,2026-06-20,46185,2552,349,188,0,0.0669
P00513,M043,YouTube,Match Preview,2026-07-02,27478,1404,228,230,0,0.0678
P00514,M005,X (Twitter),Match Preview,2026-06-14,10991,570,87,121,0,0.0708
P00515,M031,TikTok,Match Preview,2026-06-30,33621,2440,176,468,0,0.0917
P00516,M048,YouTube,Stadium Tour,2026-07-08,4319,206,80,42,2330,0.0759
P00517,M023,Instagram,Fan Poll,2026-06-26,11864,547,96,42,0,0.0577
P00518,M030,Instagram,Tactical Analysis,2026-06-29,14628,765,288,82,0,0.0776
P00519,M008,X (Twitter),Stadium Tour,2026-06-15,4221,171,56,58,2473,0.0675
P00520,M001,App Push,Fan Poll,2026-06-13,26063,1771,340,281,0,0.0918
P00521,M022,App Push,Player Interview,2026-06-25,12911,778,139,86,3266,0.0777
P00522,M039,Facebook,Match Preview,2026-06-30,21880,1517,339,284,0,0.0978
P00523,M005,Instagram,Match Preview,2026-06-13,28127,1811,512,233,0,0.0909
P00524,M005,TikTok,Tactical Analysis,2026-06-16,20284,1209,101,269,0,0.0778
P00525,M023,TikTok,Tactical Analysis,2026-06-22,14986,648,132,58,0,0.0559
P00526,M004,X (Twitter),Behind the Scenes,2026-06-16,31909,1551,529,207,0,0.0717
P00527,M024,Facebook,Stadium Tour,2026-06-24,26100,1547,435,386,8678,0.0907
P00528,M026,TikTok,Meme/GIF,2026-06-27,52106,2620,837,247,0,0.0711
P00529,M032,YouTube,Match Preview,2026-06-28,42241,2059,288,421,0,0.0655
P00530,M025,X (Twitter),Live Score Update,2026-06-25,71453,3641,894,542,0,0.0711
P00531,M022,TikTok,Player Interview,2026-06-23,49222,2812,648,290,12371,0.0762
P00532,M041,X (Twitter),Behind the Scenes,2026-07-01,7064,394,100,22,0,0.073
P00533,M024,Instagram,Highlight Reel,2026-06-24,52358,4045,737,474,12066,0.1004
P00534,M045,Instagram,Player Interview,2026-07-05,37382,2189,224,178,9772,0.0693
P00535,M022,Instagram,Match Preview,2026-06-24,25787,1443,309,339,0,0.0811
P00536,M042,TikTok,Fan Poll,2026-07-05,9813,655,135,53,0,0.0859
P00537,M030,Instagram,Ticket Promo,2026-06-26,13181,722,207,109,0,0.0787
P00538,M018,YouTube,Highlight Reel,2026-06-23,41856,2742,347,279,20303,0.0805
P00539,M031,X (Twitter),Behind the Scenes,2026-06-27,50960,2747,263,288,0,0.0647
P00540,M022,Instagram,Tactical Analysis,2026-06-25,15197,672,175,83,0,0.0612
P00541,M026,X (Twitter),Fan Poll,2026-06-27,4184,332,37,51,0,0.1004
P00542,M045,YouTube,Behind the Scenes,2026-07-03,8420,353,86,98,0,0.0638
P00543,M014,TikTok,Meme/GIF,2026-06-18,80034,3574,1050,601,0,0.0653
P00544,M033,YouTube,Tactical Analysis,2026-07-01,8542,654,102,66,0,0.0962
P00545,M016,App Push,Match Preview,2026-06-21,34521,1901,429,173,0,0.0725
P00546,M004,X (Twitter),Live Score Update,2026-06-14,51786,2769,578,336,0,0.0711
P00547,M025,Facebook,Meme/GIF,2026-06-25,20145,1352,162,295,0,0.0898
P00548,M039,YouTube,Match Preview,2026-07-01,12792,537,139,76,0,0.0588
P00549,M029,Facebook,Meme/GIF,2026-06-25,48379,2813,375,427,0,0.0747
P00550,M009,Instagram,Highlight Reel,2026-06-18,36895,2116,259,436,21220,0.0762
P00551,M024,Instagram,Behind the Scenes,2026-06-22,15136,830,117,215,0,0.0768
P00552,M018,X (Twitter),Ticket Promo,2026-06-23,8420,349,122,114,0,0.0695
P00553,M029,TikTok,Player Interview,2026-06-29,12497,994,128,54,4725,0.0941
P00554,M032,YouTube,Highlight Reel,2026-06-26,37541,1934,588,278,14561,0.0746
P00555,M038,YouTube,Tactical Analysis,2026-07-03,17386,750,130,61,0,0.0541
P00556,M036,Instagram,Highlight Reel,2026-07-01,68571,5203,935,537,26086,0.0973
P00557,M048,X (Twitter),Highlight Reel,2026-07-08,19955,1343,362,297,9459,0.1003
P00558,M024,App Push,Highlight Reel,2026-06-26,40537,1970,509,124,17869,0.0642
P00559,M037,Instagram,Player Interview,2026-07-01,57747,3841,530,791,19576,0.0894
P00560,M045,YouTube,Fan Poll,2026-07-05,38715,1605,740,475,0,0.0728
P00561,M023,TikTok,Live Score Update,2026-06-25,41585,1734,233,392,0,0.0567
P00562,M021,TikTok,Ticket Promo,2026-06-24,14892,679,157,58,0,0.06
P00563,M014,Instagram,Stadium Tour,2026-06-19,24599,1920,412,328,7174,0.1081
P00564,M045,X (Twitter),Ticket Promo,2026-07-05,12352,697,115,84,0,0.0725
P00565,M017,Instagram,Ticket Promo,2026-06-19,21743,995,271,272,0,0.0707
P00566,M014,YouTube,Ticket Promo,2026-06-20,5778,314,86,78,0,0.0827
P00567,M034,X (Twitter),Player Interview,2026-06-29,14823,964,142,161,7203,0.0855
P00568,M046,TikTok,Live Score Update,2026-07-07,40833,3113,475,187,0,0.0924
P00569,M037,App Push,Ticket Promo,2026-07-03,20776,1485,219,295,0,0.0962
P00570,M026,Facebook,Stadium Tour,2026-06-27,8800,682,98,63,2138,0.0958
P00571,M017,YouTube,Ticket Promo,2026-06-23,18548,1218,279,193,0,0.0911
P00572,M012,Instagram,Player Interview,2026-06-16,39577,2008,347,273,9787,0.0664
P00573,M004,Facebook,Live Score Update,2026-06-14,33887,2362,542,302,0,0.0946
P00574,M037,X (Twitter),Highlight Reel,2026-07-01,80128,3528,412,1009,36562,0.0618
P00575,M043,X (Twitter),Live Score Update,2026-07-06,67013,3239,603,730,0,0.0682
P00576,M040,TikTok,Meme/GIF,2026-07-02,46392,3240,566,480,0,0.0924
P00577,M036,TikTok,Stadium Tour,2026-07-01,27387,1607,361,375,7485,0.0856
P00578,M023,Instagram,Meme/GIF,2026-06-26,27855,1764,246,266,0,0.0817
P00579,M008,TikTok,Fan Poll,2026-06-16,29816,1934,511,403,0,0.0955
P00580,M010,X (Twitter),Stadium Tour,2026-06-19,28911,1194,325,237,7222,0.0607
P00581,M028,Facebook,Match Preview,2026-06-27,30251,2023,566,393,0,0.0986
P00582,M018,TikTok,Meme/GIF,2026-06-20,33838,1841,618,257,0,0.0803
P00583,M019,App Push,Player Interview,2026-06-21,40285,3173,252,312,22599,0.0928
P00584,M006,YouTube,Player Interview,2026-06-16,6291,391,116,65,3219,0.0909
P00585,M047,YouTube,Tactical Analysis,2026-07-08,4914,309,67,17,0,0.08
P00586,M011,TikTok,Stadium Tour,2026-06-20,5626,395,100,35,1804,0.0942
P00587,M046,Facebook,Live Score Update,2026-07-04,7540,527,103,102,0,0.0971
P00588,M028,Facebook,Match Preview,2026-06-26,33298,2086,578,244,0,0.0873
P00589,M048,Instagram,Stadium Tour,2026-07-07,15364,847,190,170,7556,0.0786
P00590,M021,X (Twitter),Live Score Update,2026-06-23,7378,299,77,85,0,0.0625
P00591,M006,X (Twitter),Highlight Reel,2026-06-17,37067,2695,406,322,10959,0.0923
P00592,M013,App Push,Ticket Promo,2026-06-21,4870,291,42,64,0,0.0815
P00593,M020,TikTok,Tactical Analysis,2026-06-23,18366,1232,227,219,0,0.0914
P00594,M013,TikTok,Stadium Tour,2026-06-19,15473,1178,80,168,6792,0.0922
P00595,M047,YouTube,Live Score Update,2026-07-05,30623,2288,377,143,0,0.0917
P00596,M046,YouTube,Meme/GIF,2026-07-07,33262,1357,380,352,0,0.0628
P00597,M012,Facebook,Fan Poll,2026-06-18,19328,1060,289,251,0,0.0828
P00598,M011,TikTok,Ticket Promo,2026-06-17,24242,1545,161,357,0,0.0851
P00599,M028,X (Twitter),Fan Poll,2026-06-27,10733,644,193,133,0,0.0904
P00600,M011,App Push,Match Preview,2026-06-18,32819,2550,351,465,0,0.1026
P00601,M041,X (Twitter),Behind the Scenes,2026-07-05,10017,730,134,120,0,0.0982
P00602,M028,App Push,Behind the Scenes,2026-06-28,43166,1980,799,516,0,0.0763
P00603,M027,App Push,Fan Poll,2026-06-28,8727,643,88,119,0,0.0974
P00604,M024,Instagram,Behind the Scenes,2026-06-22,20614,975,168,306,0,0.0703
P00605,M022,TikTok,Player Interview,2026-06-21,31058,1286,576,382,18609,0.0723
P00606,M030,Facebook,Behind the Scenes,2026-06-29,21034,897,254,307,0,0.0693
P00607,M005,X (Twitter),Live Score Update,2026-06-14,25910,1876,317,97,0,0.0884
P00608,M043,Facebook,Match Preview,2026-07-06,26980,1650,184,375,0,0.0819
P00609,M042,YouTube,Match Preview,2026-07-03,25030,1337,360,293,0,0.0795
P00610,M024,Instagram,Meme/GIF,2026-06-22,62290,3391,1061,857,0,0.0852
P00611,M009,TikTok,Fan Poll,2026-06-18,14507,915,144,192,0,0.0862
P00612,M047,TikTok,Meme/GIF,2026-07-05,26460,1717,448,139,0,0.0871
P00613,M038,Instagram,Player Interview,2026-07-03,43202,2623,442,558,22668,0.0839
P00614,M005,YouTube,Live Score Update,2026-06-13,41241,3076,628,279,0,0.0966
P00615,M001,Facebook,Live Score Update,2026-06-15,13974,627,138,98,0,0.0618
P00616,M039,TikTok,Highlight Reel,2026-07-04,64223,3505,689,809,26600,0.0779
P00617,M006,Facebook,Match Preview,2026-06-17,13797,1076,173,72,0,0.0957
P00618,M022,Facebook,Player Interview,2026-06-22,44316,3195,531,299,13147,0.0908
P00619,M033,X (Twitter),Behind the Scenes,2026-06-30,24736,1818,252,254,0,0.094
P00620,M030,YouTube,Fan Poll,2026-06-29,6479,365,49,68,0,0.0744
P00621,M033,Instagram,Stadium Tour,2026-06-30,18698,1347,339,162,5438,0.0988
P00622,M008,TikTok,Stadium Tour,2026-06-16,30035,1291,470,226,15330,0.0662
P00623,M046,TikTok,Fan Poll,2026-07-05,7942,365,84,77,0,0.0662
P00624,M042,Facebook,Match Preview,2026-07-03,25415,1607,306,82,0,0.0785
P00625,M025,Instagram,Behind the Scenes,2026-06-24,14144,1088,246,172,0,0.1065
P00626,M029,X (Twitter),Meme/GIF,2026-06-29,38106,1849,429,286,0,0.0673
P00627,M039,TikTok,Ticket Promo,2026-07-02,7568,453,130,61,0,0.0851
P00628,M018,TikTok,Ticket Promo,2026-06-23,14942,649,276,99,0,0.0685
P00629,M029,TikTok,Ticket Promo,2026-06-28,12836,688,151,160,0,0.0778
P00630,M041,Facebook,Stadium Tour,2026-07-04,17301,1190,342,230,6518,0.1018
P00631,M001,X (Twitter),Fan Poll,2026-06-15,13733,736,267,84,0,0.0792
P00632,M006,TikTok,Match Preview,2026-06-15,17360,1068,310,75,0,0.0837
P00633,M004,TikTok,Match Preview,2026-06-13,33312,2645,297,336,0,0.0984
P00634,M015,YouTube,Tactical Analysis,2026-06-21,29235,1270,445,271,0,0.0679
P00635,M011,X (Twitter),Highlight Reel,2026-06-17,72000,5078,653,344,39528,0.0844
P00636,M019,YouTube,Ticket Promo,2026-06-22,17886,1147,185,223,0,0.0869
P00637,M017,TikTok,Stadium Tour,2026-06-19,15212,1143,177,76,4782,0.0918
